genename	sampname	gene	samp	value
FOS	0	1	1	0.592665698353645
FOS	0	1	2	1.34169518407323
FOS	0	1	3	-1.51910723338733
FOS	0	1	4	1.18048638487609
FOS	0	1	5	1.09252308217298
FOS	0	1	6	-1.19723591384027
FOS	0	1	7	0.56710200521051
FOS	0	1	8	-0.474081205489037
FOS	0	1	9	-0.175371365388197
FOS	0	1	10	-0.23728033993916
FOS	0	1	11	-1.76955356470405
FOS	0	1	12	-0.124495432973605
FOS	0	1	13	1.50053904545254
FOS	0	1	14	1.13760451535929
FOS	0	1	15	-0.452588793066366
FOS	0	1	16	-1.91808205389624
FOS	0	1	17	0.431040223273391
FOS	0	1	18	-0.204092051166175
FOS	0	1	19	0.0205947201696271
FOS	0	1	20	0.613242093803495
FOS	0	1	21	-1.06498711984013
FOS	0	1	22	-0.332000372369594
FOS	0	1	23	1.19237438378178
FOS	0	1	24	-0.20099189046641
FOS	1	1	25	-0.249877869718186
FOS	1	1	26	-0.594794449815858
FOS	1	1	27	-2.28648114829805
FOS	1	1	28	-1.06498711984013
FOS	1	1	29	-1.36983518685138
FOS	1	1	30	-1.48524397950737
FOS	1	1	31	-1.68606959394744
FOS	1	1	32	-1.17439195205821
FOS	1	1	33	-0.0992470248768438
FOS	1	1	34	-2.98022756323745
FOS	1	1	35	-0.245313532499706
FOS	1	1	36	-5.62796558698679
FOS	1	1	37	-1.08735606279222
FOS	1	1	38	-2.0757389369901
FOS	1	1	39	-5.60765745817989
FOS	1	1	40	-3.52706962435731
FOS	1	1	41	-0.878157290308425
FOS	1	1	42	-3.91842087023762
CTNNB1	0	2	1	0.10887999566526
CTNNB1	0	2	2	-0.371142160637165
CTNNB1	0	2	3	0.302325422666073
CTNNB1	0	2	4	0.700744341777365
CTNNB1	0	2	5	0.548364530526883
CTNNB1	0	2	6	-1.0994318979728
CTNNB1	0	2	7	-0.825684033241452
CTNNB1	0	2	8	0.604834154880817
CTNNB1	0	2	9	-1.05316821087203
CTNNB1	0	2	10	-0.628222014997818
CTNNB1	0	2	11	2.90966014586734
CTNNB1	0	2	12	0.60155036176388
CTNNB1	0	2	13	-0.58082623337845
CTNNB1	0	2	14	-2.37388960358821
CTNNB1	0	2	15	1.10231218700892
CTNNB1	0	2	16	0.744879331616174
CTNNB1	0	2	17	-0.37076800881084
CTNNB1	0	2	18	-0.783485377044715
CTNNB1	0	2	19	0.562551383167616
CTNNB1	0	2	20	-0.299157469978703
CTNNB1	0	2	21	0.458237930176447
CTNNB1	0	2	22	-0.129938978122421
CTNNB1	0	2	23	0.285005905533704
CTNNB1	0	2	24	-0.413631702005898
CTNNB1	1	2	25	-1.63400448320078
CTNNB1	1	2	26	0.868466715580246
CTNNB1	1	2	27	-0.77361598153487
CTNNB1	1	2	28	2.75692119791052
CTNNB1	1	2	29	1.76255344402752
CTNNB1	1	2	30	-0.178329212284283
CTNNB1	1	2	31	0.385697976313135
CTNNB1	1	2	32	-2.09110989496326
CTNNB1	1	2	33	3.27952797612343
CTNNB1	1	2	34	3.33519324044592
CTNNB1	1	2	35	1.0193528052033
CTNNB1	1	2	36	-1.8800640151898
CTNNB1	1	2	37	-0.700306526291203
CTNNB1	1	2	38	0.777113347793825
CTNNB1	1	2	39	0.103520376830739
CTNNB1	1	2	40	-3.45758950330256
CTNNB1	1	2	41	0.754978357535208
CTNNB1	1	2	42	-5.38930777228259
PIK3CD	0	3	1	1.09267128169834
PIK3CD	0	3	2	0.83829759283898
PIK3CD	0	3	3	-0.0947218373973996
PIK3CD	0	3	4	1.18923998313705
PIK3CD	0	3	5	1.30891395163325
PIK3CD	0	3	6	0.0502696227345422
PIK3CD	0	3	7	1.54733504074114
PIK3CD	0	3	8	-0.407024733115253
PIK3CD	0	3	9	-1.49218783745253
PIK3CD	0	3	10	-2.10956083864162
PIK3CD	0	3	11	-0.486130450520998
PIK3CD	0	3	12	0.60830475871503
PIK3CD	0	3	13	-0.148259166036049
PIK3CD	0	3	14	0.835321820776569
PIK3CD	0	3	15	-1.48478250541205
PIK3CD	0	3	16	-0.526847843475998
PIK3CD	0	3	17	-0.730677677360058
PIK3CD	0	3	18	-1.40551114205816
PIK3CD	0	3	19	-0.931314779910488
PIK3CD	0	3	20	0.231302124826652
PIK3CD	0	3	21	0.530934004200011
PIK3CD	0	3	22	0.93058755332828
PIK3CD	0	3	23	0.579316528809945
PIK3CD	0	3	24	0.0745245479407803
PIK3CD	1	3	25	0.320607550428387
PIK3CD	1	3	26	1.01878154222102
PIK3CD	1	3	27	-1.39112921447994
PIK3CD	1	3	28	0.0115778250239248
PIK3CD	1	3	29	-0.0374830272059358
PIK3CD	1	3	30	2.02213156805203
PIK3CD	1	3	31	-1.98021915902562
PIK3CD	1	3	32	1.14963287048243
PIK3CD	1	3	33	0.302953119234038
PIK3CD	1	3	34	-1.12524296442776
PIK3CD	1	3	35	0.955023012231649
PIK3CD	1	3	36	1.57514549239617
PIK3CD	1	3	37	-3.16576698074529
PIK3CD	1	3	38	-7.1351052408592
PIK3CD	1	3	39	-0.435418637722404
PIK3CD	1	3	40	-0.916352270881401
PIK3CD	1	3	41	-0.138021773638262
PIK3CD	1	3	42	1.86088735048166
JUN	0	4	1	0.066692109870874
JUN	0	4	2	0.650366258672502
JUN	0	4	3	-1.36226183836244
JUN	0	4	4	0.428421108047524
JUN	0	4	5	0.223312871086178
JUN	0	4	6	-1.95670392399493
JUN	0	4	7	0.16942207479306
JUN	0	4	8	1.18827843377586
JUN	0	4	9	1.0881197808811
JUN	0	4	10	-0.175548351543036
JUN	0	4	11	-0.72276696399621
JUN	0	4	12	-0.6958136635397
JUN	0	4	13	0.052933522934752
JUN	0	4	14	1.05504348690022
JUN	0	4	15	-1.93693883658503
JUN	0	4	16	0.000430331373151252
JUN	0	4	17	0.0294769842206036
JUN	0	4	18	-1.18682720089387
JUN	0	4	19	0.366203996524409
JUN	0	4	20	1.94176672125695
JUN	0	4	21	-0.752542514448321
JUN	0	4	22	0.907994820168408
JUN	0	4	23	1.09387143137519
JUN	0	4	24	-0.472930638517232
JUN	1	4	25	-1.56292382794065
JUN	1	4	26	-1.42489952584622
JUN	1	4	27	-1.21896088377764
JUN	1	4	28	-0.470641179698857
JUN	1	4	29	-2.52836344172996
JUN	1	4	30	-1.32214828323975
JUN	1	4	31	-1.44205241310481
JUN	1	4	32	-0.68755384311806
JUN	1	4	33	-1.06963416325037
JUN	1	4	34	-2.76595499815431
JUN	1	4	35	0.00354911045008749
JUN	1	4	36	0.354217652818599
JUN	1	4	37	-3.46735634009415
JUN	1	4	38	-3.51868976176948
JUN	1	4	39	-2.64307569166395
JUN	1	4	40	-3.74171267399267
JUN	1	4	41	0.803779215968605
JUN	1	4	42	-1.55897767774918
SMAD3	0	5	1	-0.287075402993942
SMAD3	0	5	2	0.641019008207859
SMAD3	0	5	3	-0.845575272207936
SMAD3	0	5	4	0.765175261305613
SMAD3	0	5	5	-0.130957338534038
SMAD3	0	5	6	0.128201105609406
SMAD3	0	5	7	0.501657310414941
SMAD3	0	5	8	0.370349878591553
SMAD3	0	5	9	-0.236657049081792
SMAD3	0	5	10	1.63281322724064
SMAD3	0	5	11	0.174702496583263
SMAD3	0	5	12	-0.693798029131056
SMAD3	0	5	13	0.635298310338563
SMAD3	0	5	14	-1.04993349972779
SMAD3	0	5	15	0.0398442620281803
SMAD3	0	5	16	0.394005399963212
SMAD3	0	5	17	2.21146800242092
SMAD3	0	5	18	-1.89477428419453
SMAD3	0	5	19	-0.827991955441287
SMAD3	0	5	20	-1.69212582070079
SMAD3	0	5	21	1.37823578505616
SMAD3	0	5	22	-1.39299595267086
SMAD3	0	5	23	0.116009172141192
SMAD3	0	5	24	0.0631053847824962
SMAD3	1	5	25	-0.414330669699638
SMAD3	1	5	26	-1.08008049149395
SMAD3	1	5	27	1.23191690328846
SMAD3	1	5	28	0.126462872284234
SMAD3	1	5	29	0.693351287836608
SMAD3	1	5	30	-0.152145488326138
SMAD3	1	5	31	-1.46224309458194
SMAD3	1	5	32	1.34678342772175
SMAD3	1	5	33	-1.68517057515585
SMAD3	1	5	34	0.530129304639454
SMAD3	1	5	35	-3.35833073894738
SMAD3	1	5	36	1.16143501663428
SMAD3	1	5	37	0.680717741127201
SMAD3	1	5	38	1.0853890656273
SMAD3	1	5	39	1.3489647259805
SMAD3	1	5	40	-0.993326440564839
SMAD3	1	5	41	-4.82870702551848
SMAD3	1	5	42	1.4071832679676
AXIN1	0	6	1	-0.856546541627344
AXIN1	0	6	2	-0.00721721534904233
AXIN1	0	6	3	0.0352159043667094
AXIN1	0	6	4	1.53460571380422
AXIN1	0	6	5	-0.840248614478636
AXIN1	0	6	6	0.612207638326509
AXIN1	0	6	7	0.657942839214696
AXIN1	0	6	8	0.465118460532369
AXIN1	0	6	9	-1.26381438372872
AXIN1	0	6	10	-1.74258333332008
AXIN1	0	6	11	0.99720150736962
AXIN1	0	6	12	0.394545756304795
AXIN1	0	6	13	0.878080897669889
AXIN1	0	6	14	0.130544232696633
AXIN1	0	6	15	0.95698155424584
AXIN1	0	6	16	0.580004730020871
AXIN1	0	6	17	-2.17766834180851
AXIN1	0	6	18	0.225843387190825
AXIN1	0	6	19	1.12134512875804
AXIN1	0	6	20	-0.0966249853313281
AXIN1	0	6	21	-0.819209428342187
AXIN1	0	6	22	-1.60481511796722
AXIN1	0	6	23	-0.187869118713912
AXIN1	0	6	24	1.00695933016598
AXIN1	1	6	25	0.305199304518494
AXIN1	1	6	26	-0.403654781871586
AXIN1	1	6	27	0.0293627170803283
AXIN1	1	6	28	0.395567227507663
AXIN1	1	6	29	1.07744403956
AXIN1	1	6	30	0.889981334172623
AXIN1	1	6	31	-0.167601009821293
AXIN1	1	6	32	0.105607189057245
AXIN1	1	6	33	0.710174593616173
AXIN1	1	6	34	1.33778118236008
AXIN1	1	6	35	0.937057993806433
AXIN1	1	6	36	-1.54697866409172
AXIN1	1	6	37	1.06397236149765
AXIN1	1	6	38	0.383283621765199
AXIN1	1	6	39	-4.79975285200466
AXIN1	1	6	40	-0.359889056715326
AXIN1	1	6	41	2.18356771852866
AXIN1	1	6	42	-2.30980434300276
TCF7L2	0	7	1	0.445447925309703
TCF7L2	0	7	2	1.22935183367395
TCF7L2	0	7	3	1.18807624966026
TCF7L2	0	7	4	0.517778322623605
TCF7L2	0	7	5	0.143924262565339
TCF7L2	0	7	6	0.0453565660791598
TCF7L2	0	7	7	0.831287493405846
TCF7L2	0	7	8	0.309764927846584
TCF7L2	0	7	9	-1.44435694357047
TCF7L2	0	7	10	0.238717538916068
TCF7L2	0	7	11	0.699734489713177
TCF7L2	0	7	12	-1.06741597931311
TCF7L2	0	7	13	0.940433842991121
TCF7L2	0	7	14	-0.658129309240324
TCF7L2	0	7	15	0.0696365756052221
TCF7L2	0	7	16	-0.371059098332703
TCF7L2	0	7	17	0.190018844866269
TCF7L2	0	7	18	-0.537587256747284
TCF7L2	0	7	19	0.932115380829719
TCF7L2	0	7	20	-0.090793121566816
TCF7L2	0	7	21	0.120691268407738
TCF7L2	0	7	22	-2.86721398266657
TCF7L2	0	7	23	-1.80332491808316
TCF7L2	0	7	24	0.937545087026688
TCF7L2	1	7	25	0.742837566050253
TCF7L2	1	7	26	1.13968706122649
TCF7L2	1	7	27	-0.570660847690133
TCF7L2	1	7	28	1.54475197857662
TCF7L2	1	7	29	1.38620318483053
TCF7L2	1	7	30	0.128859043564522
TCF7L2	1	7	31	0.477975914523436
TCF7L2	1	7	32	-0.361708420577325
TCF7L2	1	7	33	1.66897083809857
TCF7L2	1	7	34	0.941155264349211
TCF7L2	1	7	35	0.845463965408949
TCF7L2	1	7	36	-2.99063289352206
TCF7L2	1	7	37	0.279146885689835
TCF7L2	1	7	38	0.238171921255251
TCF7L2	1	7	39	-0.767043648307791
TCF7L2	1	7	40	-5.08594311695664
TCF7L2	1	7	41	0.851937987223203
TCF7L2	1	7	42	1.19243588729999
PIK3R5	0	8	1	-0.0535045072980418
PIK3R5	0	8	2	0.914272332094177
PIK3R5	0	8	3	0.944251364731941
PIK3R5	0	8	4	0.767551375575047
PIK3R5	0	8	5	-0.306126442088781
PIK3R5	0	8	6	-1.48996541425982
PIK3R5	0	8	7	0.692998677671748
PIK3R5	0	8	8	1.73618880777296
PIK3R5	0	8	9	1.09092714340568
PIK3R5	0	8	10	1.04977418235841
PIK3R5	0	8	11	0.70134993800322
PIK3R5	0	8	12	0.492531295596816
PIK3R5	0	8	13	0.270585776203886
PIK3R5	0	8	14	-0.157211850937766
PIK3R5	0	8	15	0.136747903511324
PIK3R5	0	8	16	0.0632698976671185
PIK3R5	0	8	17	0.298307969946399
PIK3R5	0	8	18	-0.670089224306608
PIK3R5	0	8	19	-2.07879450843779
PIK3R5	0	8	20	0.21268899932348
PIK3R5	0	8	21	-1.83234858836462
PIK3R5	0	8	22	-1.24341509879225
PIK3R5	0	8	23	-0.1654584037878
PIK3R5	0	8	24	-1.37453162558875
PIK3R5	1	8	25	-1.0134650953615
PIK3R5	1	8	26	0.584564031494787
PIK3R5	1	8	27	0.024058835994591
PIK3R5	1	8	28	1.51541936514033
PIK3R5	1	8	29	-0.167522650349026
PIK3R5	1	8	30	-1.05175569588874
PIK3R5	1	8	31	-0.331841203039368
PIK3R5	1	8	32	1.14665580490733
PIK3R5	1	8	33	0.634056018288654
PIK3R5	1	8	34	0.469636419249728
PIK3R5	1	8	35	-3.08388655881523
PIK3R5	1	8	36	0.203273342878529
PIK3R5	1	8	37	0.970889162777478
PIK3R5	1	8	38	-0.681783866662357
PIK3R5	1	8	39	1.05589718500221
PIK3R5	1	8	40	-1.95851237068782
