genename	sampname	gene	samp	value
CTNNB1	0	1	1	-0.371142160637165
CTNNB1	0	1	2	0.10887999566526
CTNNB1	0	1	3	0.548364530526883
CTNNB1	0	1	4	0.302325422666073
CTNNB1	0	1	5	-1.0994318979728
CTNNB1	0	1	6	0.604834154880817
CTNNB1	0	1	7	-0.58082623337845
CTNNB1	0	1	8	-0.37076800881084
CTNNB1	0	1	9	-2.37388960358821
CTNNB1	0	1	10	0.60155036176388
CTNNB1	0	1	11	0.700744341777365
CTNNB1	0	1	12	2.90966014586734
CTNNB1	0	1	13	-0.825684033241452
CTNNB1	0	1	14	1.10231218700892
CTNNB1	0	1	15	-1.05316821087203
CTNNB1	0	1	16	-0.628222014997818
CTNNB1	0	1	17	0.285005905533704
CTNNB1	0	1	18	-0.299157469978703
CTNNB1	0	1	19	-0.783485377044715
CTNNB1	0	1	20	0.744879331616174
CTNNB1	0	1	21	-0.129938978122421
CTNNB1	0	1	22	0.562551383167616
CTNNB1	0	1	23	0.458237930176447
CTNNB1	0	1	24	-0.413631702005898
CTNNB1	1	1	25	-1.63400448320078
CTNNB1	1	1	26	0.868466715580246
CTNNB1	1	1	27	-0.77361598153487
CTNNB1	1	1	28	2.75692119791052
CTNNB1	1	1	29	3.33519324044592
CTNNB1	1	1	30	0.385697976313135
CTNNB1	1	1	31	-0.178329212284283
CTNNB1	1	1	32	1.0193528052033
CTNNB1	1	1	33	1.76255344402752
CTNNB1	1	1	34	-2.09110989496326
CTNNB1	1	1	35	3.27952797612343
CTNNB1	1	1	36	0.103520376830739
CTNNB1	1	1	37	0.777113347793825
CTNNB1	1	1	38	-0.700306526291203
CTNNB1	1	1	39	-3.45758950330256
CTNNB1	1	1	40	-1.8800640151898
CTNNB1	1	1	41	0.754978357535208
CTNNB1	1	1	42	-5.38930777228259
CER1	0	2	1	-0.03747212967472
CER1	0	2	2	-0.322230988055456
CER1	0	2	3	2.0460647353615
CER1	0	2	4	0.250595207207944
CER1	0	2	5	-0.112627130627838
CER1	0	2	6	-1.34557105499306
CER1	0	2	7	-0.224174971091339
CER1	0	2	8	-1.0743491700173
CER1	0	2	9	0.274070487689511
CER1	0	2	10	0.436086983495193
CER1	0	2	11	0.195847475011699
CER1	0	2	12	-0.0140519737004677
CER1	0	2	13	0.726000734355994
CER1	0	2	14	1.10440574786248
CER1	0	2	15	-0.120627520001217
CER1	0	2	16	1.22056141765361
CER1	0	2	17	-1.55768857348507
CER1	0	2	18	0.32945747263963
CER1	0	2	19	-0.977230729009676
CER1	0	2	20	0.538059835454483
CER1	0	2	21	-1.30126069610533
CER1	0	2	22	-2.05579808144478
CER1	0	2	23	1.41083586476881
CER1	0	2	24	0.611097056705421
CER1	1	2	25	0.718024437376189
CER1	1	2	26	-1.35114726512077
CER1	1	2	27	-0.0788167362387228
CER1	1	2	28	0.548104570362642
CER1	1	2	29	0.880498032061247
CER1	1	2	30	-0.628392849402775
CER1	1	2	31	0.221497037014895
CER1	1	2	32	-2.43190121688837
CER1	1	2	33	0.0629638587294173
CER1	1	2	34	3.26671618484365
CER1	1	2	35	-4.74612819486001
CER1	1	2	36	1.28279224851741
CER1	1	2	37	-3.91309993518554
CER1	1	2	38	-0.544396222009295
CER1	1	2	39	-0.95209043585877
CER1	1	2	40	1.23170128043983
CER1	1	2	41	-2.55336727526014
CER1	1	2	42	3.68693055558058
SENP2	0	3	1	0.708181209797786
SENP2	0	3	2	0.29233060567413
SENP2	0	3	3	-0.701537556686136
SENP2	0	3	4	-0.756705952351713
SENP2	0	3	5	0.385321160827649
SENP2	0	3	6	-0.430284556498993
SENP2	0	3	7	0.387054846833315
SENP2	0	3	8	1.05086359185322
SENP2	0	3	9	0.0564115921943245
SENP2	0	3	10	2.02865265435139
SENP2	0	3	11	1.04939791218024
SENP2	0	3	12	-0.150553134075637
SENP2	0	3	13	0.0582956383927449
SENP2	0	3	14	0.508243109337521
SENP2	0	3	15	-0.152539404337243
SENP2	0	3	16	-0.168465592529499
SENP2	0	3	17	-1.06218845599179
SENP2	0	3	18	-0.0621882990589502
SENP2	0	3	19	1.03176724362151
SENP2	0	3	20	1.07715333619184
SENP2	0	3	21	-0.162485751400785
SENP2	0	3	22	-1.10745999115565
SENP2	0	3	23	-0.922155652004917
SENP2	0	3	24	-2.95710855516438
SENP2	1	3	25	0.240507737032864
SENP2	1	3	26	0.103245483500184
SENP2	1	3	27	1.87582912008961
SENP2	1	3	28	0.813828950716081
SENP2	1	3	29	-0.631399066626165
SENP2	1	3	30	-0.951226892342374
SENP2	1	3	31	-4.11204770577252
SENP2	1	3	32	-3.7063188856661
SENP2	1	3	33	1.7611869564471
SENP2	1	3	34	0.866380470951216
SENP2	1	3	35	0.0845784475361572
SENP2	1	3	36	1.51099908390424
SENP2	1	3	37	0.364457413875157
SENP2	1	3	38	-0.468836365587307
SENP2	1	3	39	-1.13793159380198
SENP2	1	3	40	1.99301822296727
SENP2	1	3	41	-3.979093992079
SENP2	1	3	42	1.89007659811158
DVL3	0	4	1	0.833481234203565
DVL3	0	4	2	-0.937546317038115
DVL3	0	4	3	0.266589943883249
DVL3	0	4	4	0.295802856794129
DVL3	0	4	5	0.740729352071952
DVL3	0	4	6	-0.135807749337792
DVL3	0	4	7	1.53634691419392
DVL3	0	4	8	-0.207648152893978
DVL3	0	4	9	-0.585302478747123
DVL3	0	4	10	-1.26680500723168
DVL3	0	4	11	0.066576284020996
DVL3	0	4	12	-0.789786786440712
DVL3	0	4	13	-0.189466006974517
DVL3	0	4	14	0.476744792908403
DVL3	0	4	15	-1.91692562946747
DVL3	0	4	16	-0.607103016916179
DVL3	0	4	17	-0.83794116461239
DVL3	0	4	18	1.72561007607771
DVL3	0	4	19	1.13029284033567
DVL3	0	4	20	-1.23739602863459
DVL3	0	4	21	-0.862421151233759
DVL3	0	4	22	-0.320028478595042
DVL3	0	4	23	1.18898213546862
DVL3	0	4	24	1.63302153816515
DVL3	1	4	25	0.310264533123369
DVL3	1	4	26	0.692838133591797
DVL3	1	4	27	0.680699952909734
DVL3	1	4	28	-0.521172944164533
DVL3	1	4	29	0.740729352071952
DVL3	1	4	30	0.222026997273614
DVL3	1	4	31	0.0504069411913238
DVL3	1	4	32	2.77416438496502
DVL3	1	4	33	3.15166265568728
DVL3	1	4	34	0.206968958555589
DVL3	1	4	35	3.5991862324588
DVL3	1	4	36	-1.61939314284548
DVL3	1	4	37	1.53634691419392
DVL3	1	4	38	2.17486108381049
DVL3	1	4	39	-2.97070595102325
DVL3	1	4	40	-0.378456901427972
DVL3	1	4	41	3.95702097907021
DVL3	1	4	42	2.32355694044333
PPP2R5E	0	5	1	-0.00314453889466851
PPP2R5E	0	5	2	0.340255651069517
PPP2R5E	0	5	3	-0.844478890873045
PPP2R5E	0	5	4	1.55868227287724
PPP2R5E	0	5	5	0.119553748704156
PPP2R5E	0	5	6	-0.59315549743035
PPP2R5E	0	5	7	-0.861575865972089
PPP2R5E	0	5	8	0.217496599143693
PPP2R5E	0	5	9	0.274318429037835
PPP2R5E	0	5	10	0.699186228302762
PPP2R5E	0	5	11	1.41949265753076
PPP2R5E	0	5	12	0.830133356412129
PPP2R5E	0	5	13	0.37481189932314
PPP2R5E	0	5	14	-1.13621114408504
PPP2R5E	0	5	15	0.696769495059915
PPP2R5E	0	5	16	-1.53909217963638
PPP2R5E	0	5	17	0.959632549813316
PPP2R5E	0	5	18	-0.888206114694864
PPP2R5E	0	5	19	-1.28342152601581
PPP2R5E	0	5	20	-2.01062798651387
PPP2R5E	0	5	21	1.1954747565448
PPP2R5E	0	5	22	0.883195769755276
PPP2R5E	0	5	23	-1.02290283673305
PPP2R5E	0	5	24	0.613813167274606
PPP2R5E	1	5	25	0.555562270382084
PPP2R5E	1	5	26	-0.0751083939740866
PPP2R5E	1	5	27	0.815444774727154
PPP2R5E	1	5	28	2.87776339773092
PPP2R5E	1	5	29	2.00055578163448
PPP2R5E	1	5	30	0.373512729592934
PPP2R5E	1	5	31	1.16836595184135
PPP2R5E	1	5	32	0.0376634182426242
PPP2R5E	1	5	33	0.305430124036056
PPP2R5E	1	5	34	-3.34121829885569
PPP2R5E	1	5	35	-0.677834831497474
PPP2R5E	1	5	36	-1.79336893380965
PPP2R5E	1	5	37	2.67824200504499
PPP2R5E	1	5	38	1.19331209313921
PPP2R5E	1	5	39	1.36518262013431
PPP2R5E	1	5	40	-3.67563154153308
PPP2R5E	1	5	41	1.26147087656
PPP2R5E	1	5	42	-3.38017186086873
JUN	0	6	1	0.650366258672502
JUN	0	6	2	0.066692109870874
JUN	0	6	3	0.223312871086178
JUN	0	6	4	-1.36226183836244
JUN	0	6	5	-1.95670392399493
JUN	0	6	6	1.18827843377586
JUN	0	6	7	0.052933522934752
JUN	0	6	8	0.0294769842206036
JUN	0	6	9	1.05504348690022
JUN	0	6	10	-0.6958136635397
JUN	0	6	11	0.428421108047524
JUN	0	6	12	-0.72276696399621
JUN	0	6	13	0.16942207479306
JUN	0	6	14	-1.93693883658503
JUN	0	6	15	1.0881197808811
JUN	0	6	16	-0.175548351543036
JUN	0	6	17	1.09387143137519
JUN	0	6	18	1.94176672125695
JUN	0	6	19	-1.18682720089387
JUN	0	6	20	0.000430331373151252
JUN	0	6	21	0.907994820168408
JUN	0	6	22	0.366203996524409
JUN	0	6	23	-0.752542514448321
JUN	0	6	24	-0.472930638517232
JUN	1	6	25	-1.56292382794065
JUN	1	6	26	-1.42489952584622
JUN	1	6	27	-1.21896088377764
JUN	1	6	28	-0.470641179698857
JUN	1	6	29	-2.76595499815431
JUN	1	6	30	-1.44205241310481
JUN	1	6	31	-1.32214828323975
JUN	1	6	32	0.00354911045008749
